itemCoding	libaoType	what	money	bindrmb	unbindrmb	tili	tarothp	items	tarots	items_60	tarots_60	ratemoney	ratebindrmb	rateunbindrmb	ratetili	ratetarothp	rateitems	ratetarots	rateitems_60	ratetarots_60
29216	8	连续登录7天						[(35620,1)]	[(32,1),(30,1)]	[(35620,1)]	[(32,1),(30,1)]									
29217	8	战力达到30W						[(26608,1),(35621,1)]	[(34,1),(33,1)]	[(26608,1),(35621,1)]	[(34,1),(33,1)]									
29218	8	战力达到50W	10000000	1000	500			[(26608,2),(25683,300),(25837,100),(35618,1)]		[(26608,2),(25683,300),(25837,100),(35618,1)]										
29221	8	初级黄钻大礼						[(28700,8)]		[(28700,8)]										
29222	8	中级黄钻大礼						[(28699,1),(28700,10)]		[(28699,1),(28700,10)]										
29223	8	高级黄钻大礼						[(37055,1),(28699,1),(28700,20)]		[(37055,1),(28699,1),(28700,20)]										
29224	9	绿色混沌之力卡组包															[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1)]		[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1)]	
29225	9	蓝色混沌之力卡组包															[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1)]		[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1)]	
29226	9	紫色混沌之力卡组包															[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1)]		[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1)]	
29227	9	橙色混沌之力卡组包															[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1),(220,29138,1),(220,29143,1),(165,29148,1),(165,29153,1),(110,29158,1),(110,29163,1),(55,29168,1),(55,29173,1)]		[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1),(220,29138,1),(220,29143,1),(165,29148,1),(165,29153,1),(110,29158,1),(110,29163,1),(55,29168,1),(55,29173,1)]	
29228	9	红色混沌之力卡组包															[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1),(220,29138,1),(220,29143,1),(165,29148,1),(165,29153,1),(110,29158,1),(110,29163,1),(55,29168,1),(55,29173,1),(114,29139,1),(114,29144,1),(86,29149,1),(86,29154,1),(57,29159,1),(57,29164,1),(29,29169,1),(29,29174,1)]		[(1000,29135,1),(1000,29140,1),(750,29145,1),(750,29150,1),(500,29155,1),(500,29160,1),(250,29165,1),(250,29170,1),(1000,29136,1),(1000,29141,1),(750,29146,1),(750,29151,1),(500,29156,1),(500,29161,1),(250,29166,1),(250,29171,1),(600,29137,1),(600,29142,1),(450,29147,1),(450,29152,1),(300,29157,1),(300,29162,1),(150,29167,1),(150,29172,1),(220,29138,1),(220,29143,1),(165,29148,1),(165,29153,1),(110,29158,1),(110,29163,1),(55,29168,1),(55,29173,1),(114,29139,1),(114,29144,1),(86,29149,1),(86,29154,1),(57,29159,1),(57,29164,1),(29,29169,1),(29,29174,1)]	
29229	9	蓝色魔法甜心卡组包															[(1250,29115,1),(2000,29116,1),(1250,29120,1),(1500,29121,1),(1250,29125,1),(1000,29126,1),(1250,29130,1),(500,29131,1)]		[(1250,29115,1),(2000,29116,1),(1250,29120,1),(1500,29121,1),(1250,29125,1),(1000,29126,1),(1250,29130,1),(500,29131,1)]	
29246	8	圣诞礼包			100												[(5000,29238,1),(5000,29238,2),(5000,29238,3),(1200,29240,1),(160,29242,1)]		[(5000,29238,1),(5000,29238,2),(5000,29238,3),(1200,29240,1),(160,29242,1)]	
29247	9	二级巨龙卡包															[(1000,29175,1),(1000,29176,1),(1000,29180,1),(1000,29181,1),(1000,29185,1),(1000,29186,1),(1000,29190,1),(1000,29191,1),(1000,29195,1),(1000,29196,1),(1000,29200,1),(1000,29201,1),(1000,29205,1),(1000,29206,1),(1000,29210,1),(1000,29211,1)]		[(1000,29175,1),(1000,29176,1),(1000,29180,1),(1000,29181,1),(1000,29185,1),(1000,29186,1),(1000,29190,1),(1000,29191,1),(1000,29195,1),(1000,29196,1),(1000,29200,1),(1000,29201,1),(1000,29205,1),(1000,29206,1),(1000,29210,1),(1000,29211,1)]	
29248	6	回归贵族至尊礼包（一）						[(27824,50),(28046,100),(26044,1),(26450,2)]		[(27824,50),(28046,100),(26044,1),(26450,2)]										
29249	6	回归贵族至尊礼包（二）						[(27824,100),(28046,100),(26227,1),(26450,5)]		[(27824,100),(28046,100),(26227,1),(26450,5)]										
29250	6	回归贵族至尊礼包（三）						[(27824,200),(28046,120),(28030,1),(26450,10)]		[(27824,200),(28046,120),(28030,1),(26450,10)]										
29251	6	回归贵族至尊礼包（四）						[(27824,500),(28046,150),(26224,1),(26450,20)]		[(27824,500),(28046,150),(26224,1),(26450,20)]										
29252	6	回归贵族至尊礼包（五）						[(27824,1000),(28046,200),(26225,1),(26450,50)]		[(27824,1000),(28046,200),(26225,1),(26450,50)]										
29253	6	回归贵族至尊礼包（六）						[(27824,2500),(28046,250),(26229,1),(26450,100)]		[(27824,2500),(28046,250),(26229,1),(26450,100)]										
29254	6	回归贵族至尊礼包（七）						[(27824,5000),(28046,300),(28032,1),(26450,200)]		[(27824,5000),(28046,300),(28032,1),(26450,200)]										
29255	6	回归贵族至尊礼包（八）						[(27824,10000),(28046,350),(26226,1),(26450,300)]		[(27824,10000),(28046,350),(26226,1),(26450,300)]										
29256	6	回归贵族至尊礼包（九）						[(27824,15000),(28046,400),(26928,1),(26450,400)]		[(27824,15000),(28046,400),(26928,1),(26450,400)]										
29257	6	回归贵族至尊礼包（十）						[(27824,25000),(28046,500),(26931,1),(27492,1)]		[(27824,25000),(28046,500),(26931,1),(27492,1)]										
29258	6	回归贵族特权礼包（一）						[(27824,20),(26044,1),(26450,5)]		[(27824,20),(26044,1),(26450,5)]										
29259	6	回归贵族特权礼包（二）						[(27824,50),(26026,1),(26450,10)]		[(27824,50),(26026,1),(26450,10)]										
29260	6	回归贵族特权礼包（三）						[(27824,100),(26227,1),(26450,20)]		[(27824,100),(26227,1),(26450,20)]										
29261	6	回归贵族特权礼包（四）						[(27824,200),(28030,1),(26450,50)]		[(27824,200),(28030,1),(26450,50)]										
29262	6	回归贵族特权礼包（五）						[(27824,300),(26224,1),(26042,2)]		[(27824,300),(26224,1),(26042,2)]										
29263	6	回归贵族特权礼包（六）						[(27824,500),(26228,1),(26042,5)]		[(27824,500),(26228,1),(26042,5)]										
29264	6	回归贵族特权礼包（七）						[(27824,1000),(26225,1),(26042,10)]		[(27824,1000),(26225,1),(26042,10)]										
29265	6	回归贵族特权礼包（八）						[(27824,2000),(26229,1),(26042,20)]		[(27824,2000),(26229,1),(26042,20)]										
29266	6	回归贵族特权礼包（九）						[(27824,5000),(28032,1),(26608,1)]		[(27824,5000),(28032,1),(26608,1)]										
29267	6	回归贵族特权礼包（十）						[(27824,10000),(26226,1),(27492,1)]		[(27824,10000),(26226,1),(27492,1)]										
29272	8	俄罗斯101xp新年礼包（1）						[(26224,5),(26228,5),(25837,50),(25600,100),(28032,1),(27835,1)]		[(26224,5),(26228,5),(25837,50),(25600,100),(28032,1),(27835,1)]										
29273	8	俄罗斯101xp新年礼包（2）						[(25600,100),(25837,50),(26151,20),(26152,20),(27835,1),(26369,20)]		[(25600,100),(25837,50),(26151,20),(26152,20),(27835,1),(26369,20)]										
29274	8	俄罗斯101xp新年礼包（3）	1000000					[(26151,3),(26152,3),(27835,1)]		[(26151,3),(26152,3),(27835,1)]										
29275	8	俄罗斯cdk（18）						[(26224,5),(26228,5),(25837,50),(25600,100),(27835,1)]		[(26224,5),(26228,5),(25837,50),(25600,100),(27835,1)]										
29276	8	俄罗斯cdk（19）						[(25600,100),(25837,50),(26151,20),(26152,20),(27835,1),(26369,20)]		[(25600,100),(25837,50),(26151,20),(26152,20),(27835,1),(26369,20)]										
29277	8	元旦福利礼包		200				[(26032,10),(26266,10)]		[(26032,10),(26266,10)]										
29278	8	元旦惊喜礼包						[(26316,15),(29227,5),(29229,10),(27939,8),(29114,200),(26267,3)]		[(26316,15),(29227,5),(29229,10),(27939,8),(29114,200),(26267,3)]										
29279	8	元旦劲爆礼包						[(26316,20),(29228,8),(29229,15),(27939,15),(29114,500),(28030,3)]		[(26316,20),(29228,8),(29229,15),(27939,15),(29114,500),(28030,3)]										
29320	9	绿色正义之盾卡组包															[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1)]		[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1)]	
29321	9	蓝色正义之盾卡组包															[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1)]		[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1)]	
29322	9	紫色正义之盾卡组包															[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1)]		[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1)]	
29323	9	橙色正义之盾卡组包															[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1),(220,29283,1),(220,29288,1),(165,29293,1),(165,29298,1),(110,29303,1),(110,29308,1),(55,29313,1),(55,29318,1)]		[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1),(220,29283,1),(220,29288,1),(165,29293,1),(165,29298,1),(110,29303,1),(110,29308,1),(55,29313,1),(55,29318,1)]	
29324	9	红色正义之盾卡组包															[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1),(220,29283,1),(220,29288,1),(165,29293,1),(165,29298,1),(110,29303,1),(110,29308,1),(55,29313,1),(55,29318,1),(114,29284,1),(114,29289,1),(86,29294,1),(86,29299,1),(57,29304,1),(57,29309,1),(29,29314,1),(29,29319,1)]		[(1000,29280,1),(1000,29285,1),(750,29290,1),(750,29295,1),(500,29300,1),(500,29305,1),(250,29310,1),(250,29315,1),(1000,29281,1),(1000,29286,1),(750,29291,1),(750,29296,1),(500,29301,1),(500,29306,1),(250,29311,1),(250,29316,1),(600,29282,1),(600,29287,1),(450,29292,1),(450,29297,1),(300,29302,1),(300,29307,1),(150,29312,1),(150,29317,1),(220,29283,1),(220,29288,1),(165,29293,1),(165,29298,1),(110,29303,1),(110,29308,1),(55,29313,1),(55,29318,1),(114,29284,1),(114,29289,1),(86,29294,1),(86,29299,1),(57,29304,1),(57,29309,1),(29,29314,1),(29,29319,1)]	
29325	8	Prezent świąteczny	5000000	500				[(25600,100),(26044,5),(25640,100)]		[(25600,100),(26044,5),(25640,100)]										
29326	8	暴击+格挡命魂礼包							[(55,1)]		[(55,1)]									
29328	8	神龙至尊礼包						[(26925,60),(26924,60)]		[(26925,60),(26924,60)]										
29329	9	元旦龙脉礼包															[(1000,27041,1),(1000,27042,1)]		[(1000,27041,1),(1000,27042,1)]	
29330	9	元旦宠物礼包															[(625,26144,2),(250,26144,5),(125,26144,10)]		[(625,26144,2),(250,26144,5),(125,26144,10)]	
29331	9	元旦羽翼礼包															[(625,25837,2),(250,25837,5),(125,25837,10)]		[(625,25837,2),(250,25837,5),(125,25837,10)]	
29332	9	元旦时装礼包															[(1000,26677,1),(100,26676,1)]		[(1000,26677,1),(100,26676,1)]	
29333	9	元旦神龙礼包															[(706,26925,1),(707,26924,1)]		[(706,26925,1),(707,26924,1)]	
29334	9	元旦星灵礼包															[(200,26933,1),(300,26934,1)]		[(200,26933,1),(300,26934,1)]	
29335	9	元旦装备附魔礼包															[(200,26485,1),(400,26484,1),(400,26479,2),(100,26479,5)]		[(200,26485,1),(400,26484,1),(400,26479,2),(100,26479,5)]	
29336	8	战魂礼包						[(28563,230),(28564,30),(26676,1),(26677,2)]		[(28563,230),(28564,30),(26676,1),(26677,2)]										
29337	8	阵灵礼包						[(28571,230),(28572,30),(26340,1)]		[(28571,230),(28572,30),(26340,1)]										
29338	8	魔法阵投资礼盒一						[(28280,15),(28279,40)]		[(28280,15),(28279,40)]										
29339	8	魔法阵投资礼盒二						[(28280,12),(28279,30)]		[(28280,12),(28279,30)]										
29340	8	魔法阵投资礼盒三						[(28280,10),(28279,20)]		[(28280,10),(28279,20)]										
29341	8	魔法阵投资礼盒四						[(28280,8),(28279,15)]		[(28280,8),(28279,15)]										
29342	8	魔法阵投资礼盒五						[(28280,5),(28279,10)]		[(28280,5),(28279,10)]										
29343	8	魔灵强化石礼包						[(28279,10)]		[(28279,10)]										
29344	9	绿色巨龙守护卡组包															[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1)]		[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1)]	
29345	9	紫色巨龙守护卡组包															[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1),(1000,29176,1),(1000,29181,1),(750,29186,1),(750,29191,1),(500,29196,1),(500,29201,1),(250,29206,1),(250,29211,1),(600,29177,1),(600,29182,1),(450,29187,1),(450,29192,1),(300,29197,1),(300,29202,1),(150,29207,1),(150,29212,1)]		[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1),(1000,29176,1),(1000,29181,1),(750,29186,1),(750,29191,1),(500,29196,1),(500,29201,1),(250,29206,1),(250,29211,1),(600,29177,1),(600,29182,1),(450,29187,1),(450,29192,1),(300,29197,1),(300,29202,1),(150,29207,1),(150,29212,1)]	
29346	9	橙色巨龙守护卡组包															[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1),(1000,29176,1),(1000,29181,1),(750,29186,1),(750,29191,1),(500,29196,1),(500,29201,1),(250,29206,1),(250,29211,1),(600,29177,1),(600,29182,1),(450,29187,1),(450,29192,1),(300,29197,1),(300,29202,1),(150,29207,1),(150,29212,1),(220,29178,1),(220,29183,1),(165,29188,1),(165,29193,1),(110,29198,1),(110,29203,1),(55,29208,1),(55,29213,1)]		[(1000,29175,1),(1000,29180,1),(750,29185,1),(750,29190,1),(500,29195,1),(500,29200,1),(250,29205,1),(250,29210,1),(1000,29176,1),(1000,29181,1),(750,29186,1),(750,29191,1),(500,29196,1),(500,29201,1),(250,29206,1),(250,29211,1),(600,29177,1),(600,29182,1),(450,29187,1),(450,29192,1),(300,29197,1),(300,29202,1),(150,29207,1),(150,29212,1),(220,29178,1),(220,29183,1),(165,29188,1),(165,29193,1),(110,29198,1),(110,29203,1),(55,29208,1),(55,29213,1)]	
29363	8	高级黄钻大礼						[(37057,1),(28699,1),(28700,20)]		[(37057,1),(28699,1),(28700,20)]										
29365	8	101xp礼包（4）	2000000	200				[(25600,50),(26032,20),(25640,50)]		[(25600,50),(26032,20),(25640,50)]										
29366	8	101xp礼包（5）	3000000	300				[(25600,100),(26044,5),(25640,100)]		[(25600,100),(26044,5),(25640,100)]										
29367	8	101xp礼包（6）	4000000	400				[(25600,120),(25640,120),(25837,20),(26144,20)]		[(25600,120),(25640,120),(25837,20),(26144,20)]										
29368	8	RBK礼包（1）						[(26120,1),(37015,1),(27038,1),(26038,1),(26039,1),(26040,1),(37001,1),(37002,1),(37004,1)]		[(26120,1),(37015,1),(27038,1),(26038,1),(26039,1),(26040,1),(37001,1),(37002,1),(37004,1)]										
29369	8	RBK礼包（2）						[(27529,1),(26038,1),(26040,1),(26120,1),(37015,1)]		[(27529,1),(26038,1),(26040,1),(26120,1),(37015,1)]										
29370	8	101xp礼包（7）						[(26676,1),(26677,5),(26044,5),(25831,5),(25970,5),(26043,5)]		[(26676,1),(26677,5),(26044,5),(25831,5),(25970,5),(26043,5)]										
29371	8	101xp礼包（8）						[(26676,2),(26677,10),(26044,10),(25831,15),(25970,15),(26043,15)]		[(26676,2),(26677,10),(26044,10),(25831,15),(25970,15),(26043,15)]										
29372	8	101xp礼包（9）						[(26676,3),(26677,15),(26044,15),(25831,25),(25970,25),(26043,25),(26935,1)]		[(26676,3),(26677,15),(26044,15),(25831,25),(25970,25),(26043,25),(26935,1)]										
29373	8	微信猴年新春礼包		100				[(26144,30),(26026,1)]		[(26144,30),(26026,1)]										
29393	9	圣魂宝箱（一）															[(100,29377,1),(1500,29378,1),(1500,29379,1),(1500,29380,1),(1500,29381,1),(500,29382,1)]		[(100,29377,1),(1500,29378,1),(1500,29379,1),(1500,29380,1),(1500,29381,1),(500,29382,1)]	
29394	9	圣魂宝箱（二）															[(100,29377,1),(1500,29378,1),(1500,29379,1),(1500,29380,1),(1500,29381,1),(1000,29382,1)]		[(100,29377,1),(1500,29378,1),(1500,29379,1),(1500,29380,1),(1500,29381,1),(1000,29382,1)]	
