module_variable_name	source_text	target_text	need_translate	
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_SENDER	系统	System	0	
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_TITLE	单笔充值返利	Single Recharge Rewards	0	
Common.Other.GlobalPrompt.WONDERFUL_TIME_LESS	活动没开启	The event is over.	0	
Common.Other.GlobalPrompt.WONDERFUL_TIME_OUT	活动已结束	The event is over.	0	
Common.Other.GlobalPrompt.WPG_Drop	接金币玩法获得:%s金币	You got %s Gold in Gold Catching.	0	
Common.Other.GlobalPrompt.WPG_Finish	已完成本次接金币玩法，共获得%s金币！	Gold catching event complete. You got %s Gold!	0	
Common.Other.GlobalPrompt.WPG_GOLD_MSG	获取%s金币	Received %s Gold.	0	
Common.Other.GlobalPrompt.WPG_LevelLimit	主角达到30级时才可以参与金币副本。	Gold Dungeons are not available until lv.30.	0	
Common.Other.GlobalPrompt.WPG_NoCnt	今日没有次数	You don’t have more attempts today.	0	
Common.Other.GlobalPrompt.WPG_Open	%s在许愿池中完成了本服今日第%s次许愿,为大家开启了第%s次金币宝藏。#C(#00FF00)#U#A(#K(JBFB))前往掘金#n#n	%s has made the %sth wish in the server today, and unlocked the %s Gold Treasure for us. #C(#00FF00)#U#A(#K(JBFB))Let's go!#n#n	0	
Common.Other.GlobalPrompt.WPG_Pick	捡金币玩法获得:%s金币	You got %s Gold in Gold Catching.	0	
Common.Other.GlobalPrompt.WR3366_Tips_Reward_BindRMB	#C(#0099FF)魔晶+ %s#H	#C(#0099FF) Bound Balens + %s#H	0	
Common.Other.GlobalPrompt.WR3366_Tips_Reward_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.WR3366_Tips_Reward_Money	#C(#FFFF00)金币+ %s#H	#C(#FFFF00) Gold + %s#H	0	
Common.Other.GlobalPrompt.WZCR_Tips_Head	领取成功，获得： 	Successfully claimed! You received: 	0	
Common.Other.GlobalPrompt.WZE_Tips_Head	兑换成功，获得：	Exchanged successfully. You received:	0	
Common.Other.GlobalPrompt.WZFS_DonateTips_Head	赠送成功，获得返利：#H	You sent a gift! You received Bonus: #H	0	
Common.Other.GlobalPrompt.WZFS_Tips_Head	购买成功，获得：	Bought successfully. You received:	0	
Common.Other.GlobalPrompt.WZFS_Tips_NotLocalServer	非本服好友，不能赠送	You cannot send Gifts to cross-server friends.	0	
Common.Other.GlobalPrompt.WZRR_Msg_AutoRefresh	#C(#E87D22)【王者公测-充值大返利】#n奖励自动重置，小伙伴们还在等什么？来领取自己的充值返利吧！	no need to translate	0	
Common.Other.GlobalPrompt.WZRR_Tips_GameOver	#C(#E87D22)【王者公测-充值大返利】#n#C(#00FF00)%s#n完成一轮十二个奖励的抽取，获得自动重置奖励，可喜可贺啊！	no need to translate	0	
Common.Other.GlobalPrompt.WZRR_Tips_Head	恭喜获得： 	Congratulations! You received: 	0	
Common.Other.GlobalPrompt.WZRR_Tips_HeadEx	领取成功，获得： 	Successfully claimed! You received: 	0	
Common.Other.GlobalPrompt.WZRR_Tips_Precious	#C(#E87D22)【王者公测-充值大返利】#n#C(#00FF00)%s#n运气真是逆天啊，大手一挥，抽到了震惊全服的奖励：#Z(%s,%s)	no need to translate	0	
Common.Other.GlobalPrompt.WZZKH_Tips_Head	购买成功，获得：	Bought successfully. You received:	0	
Common.Other.GlobalPrompt.WangZheFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	You've received #C(#00EE00)%s#n's gift: #Z(%s,%s)	0	
Common.Other.GlobalPrompt.WangZheFashionShowMail_Sender	系统	System	0	
Common.Other.GlobalPrompt.WangZheFashionShowMail_Title	您收到赠送	Gifts	0	
Common.Other.GlobalPrompt.WangZheRank_Content	恭喜！您在#C(#E87D22)【王者公测】#n活动中跨服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	no need to translate	0	
Common.Other.GlobalPrompt.WangZheRank_Local_Content	恭喜！您在#C(#E87D22)【王者公测】#n活动中本服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	no need to translate	0	
Common.Other.GlobalPrompt.WangZheRank_Local_Sender	系统	System	0	
Common.Other.GlobalPrompt.WangZheRank_Local_Title	【王者公测】本服排名奖励	no need to translate	0	
Common.Other.GlobalPrompt.WangZheRank_Sender	系统	System	0	
Common.Other.GlobalPrompt.WangZheRank_Tips_Head	成功领取奖励，获得：#H	Claimed successfully! You received: #H	0	
Common.Other.GlobalPrompt.WangZheRank_Title	【王者公测】跨服排名奖励	no need to translate	0	
Common.Other.GlobalPrompt.WangZheZheKouHui_Tips_Refresh	刷新成功，消耗%s神石！	Successfully refreshed. You consumed %s Balens!	0	
Common.Other.GlobalPrompt.WarStation_Item_False	已达到当前星数使用上限。	Maximum amount of items for the current level reached!	0	
Common.Other.GlobalPrompt.WarStation_Item_Suc	使用成功，#C(#00FF00)生命+75、攻击+20、暴击+5、破挡+5#n！当前已使用#C(#00FF00)%s#n个，当前星级最多可使用#C(#00FF00)%s#n个！	Successfully used! #C(#00FF00) HP + 75, Attack + 20, Crit +5, Break-block + 5#n! You have used #C(#00FF00)%s#n items of this kind and can use up to #C(#00FF00)%s#n according to the current Star level!	0	
Common.Other.GlobalPrompt.WarStation_Msg	玩家#C(#00FF00)%s#n经过不懈努力，终于成功将#C(#FF0000)%s级#n战魂升到#C(#FF0000)%s级#n战魂，称霸全服指日可待！	#C(#00FF00)%s#n has leveled #C(#FF0000)%s#n War Soul to Lvl #C(#FF0000)%s#n and became much more powerful than before!	0	
Common.Other.GlobalPrompt.WarStation_UpStar_Msg	战魂升星成功	Successfully upgraded!	0	
Common.Other.GlobalPrompt.WeddingAdvancedTips	婚戒姻缘石 -% s，获得经验 +% s	Crafting Stone -% s, get EXP +% s	0	
Common.Other.GlobalPrompt.WeddingRingCritTips	锻造暴击：婚戒经验 + 20	Received Cupid's Blessing: Wedding ring EXP +20	0	
Common.Other.GlobalPrompt.WeddingRingNormalTips	锻造成功：婚戒经验 + 10	Crafted successfully: Wedding ring EXP +10	0	
Common.Other.GlobalPrompt.WildBoss_AddScore	积分+%s	Points + %s	0	
Common.Other.GlobalPrompt.WildBoss_BeSnatch	%s战胜了你，夺走#H	%s defeated you and looted #H.	0	
Common.Other.GlobalPrompt.WildBoss_BeSnatchWin	%s挑战你失败，你获得%s积分	%s challenged you, but failed. You received %s points.	0	
Common.Other.GlobalPrompt.WildBoss_Begin	#C(#EE7600)【野外夺宝】#n活动已经开启，请勇士们尽快加入战斗，#C(#00ff00)#U#A(#K(openYWDBBM))前往夺宝#n#n	#C(#EE7600)【Wild Loot】#n has begun. Get ready and join the battle. #C(#00ff00)#U#A(#K(openYWDBBM)) Join now #n#n	0	
Common.Other.GlobalPrompt.WildBoss_Bekill	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀，获得大量积分！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has ended #C(#FFFF00)%s#n's %s killing spree and received a lot of points. In #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n, #C(#0066CC)%s's soul appeared. Pick it up to get the %s Stat.	0	
Common.Other.GlobalPrompt.WildBoss_BuffName	%s的英魂	%s's Soul	0	
Common.Other.GlobalPrompt.WildBoss_DecScore	%s积分。	%s Points	0	
Common.Other.GlobalPrompt.WildBoss_DropBox	#C(#EE7600)【野外夺宝】#n坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n附近出现了其他玩家丢失的宝箱，机不可失，赶紧来拾取吧！	#C(#EE7600)【Wild Loot】Other players' missing Chests have appeared. #nCoordinate: #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n Go get them!	0	
Common.Other.GlobalPrompt.WildBoss_InFight	对方正在战斗中	This player is in battle.	0	
Common.Other.GlobalPrompt.WildBoss_KillBoss	#C(#EE7600)【野外夺宝】#n本地图的BOSS已被击杀，现在开启宝箱争夺战，战胜拥有宝箱的玩家可获得对方一半宝箱，点击玩家直接进入战斗！	#C(#EE7600)【Wild Loot】#n The Boss in this map has been killed. You can loot Chests now. Defeat players who have Chests to capture half of their Chests. Click the player to loot them!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_1	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n初露锋芒，已经连杀10人，额外获得10积分，击败他的玩家可获得大量积分。	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has killed 10 people in a row and received 10 extra points. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_2	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n锋芒毕露，已经连杀20人，额外获得20积分，击败他的玩家可获得大量积分。	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has killed 20 people in a row and received 20 extra points. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_3	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n势不可挡，已经连杀30人，额外获得30积分，击败他的玩家可获得大量积分。	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has killed 30 people in a row and received 30 extra points. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_4	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n无人可当，已经连杀%s人，即将成为战区第一人，击败他的玩家大量积分！	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has killed %s people in a row and will rank in the first place in the battle area. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_5	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n所向披靡，已经突破100连杀，额外获得100积分，击败他可获得大量积分！	#C(#EE7600)【Wild Loot】The powerful #n#C(#FFFF00)%s#n has killed 100 people in a row and received 100 extra points. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_Kill_6	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n战神附体，已经连杀200人，额外获得200积分，击败他可获得其大量积分！	#C(#EE7600)【Wild Loot】The invincible #n#C(#FFFF00)%s#n has killed 200 people in a row and received 200 extra points. Defeat the player to win lots of points!	0	
Common.Other.GlobalPrompt.WildBoss_LeaveScene	您已离开活动场景，丢失全部宝箱.	You quit and lost all the Chests.	0	
Common.Other.GlobalPrompt.WildBoss_PickUpBox	拾取成功	Successfully claimed!	0	
Common.Other.GlobalPrompt.WildBoss_PickUpBuff	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	You have picked up %s's Spirit and received a Buff. You will receive %s Stat Boost for your next battle.	0	
Common.Other.GlobalPrompt.WildBoss_PickUpBuffFail	你已经拥有一个英魂BUFF	You already have a Soul Buff.	0	
Common.Other.GlobalPrompt.WildBoss_PickUpBuffMsg	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)【Wild Loot】#n#C(#FFFF00)%s#n has picked up #C(#0066CC)%s's Soul, which gave him a great Battle Rating boost.	0	
Common.Other.GlobalPrompt.WildBoss_PropectionTime	玩家正处于保护时间，剩余%s秒	The Player is under protection. %s second(s) left	0	
Common.Other.GlobalPrompt.WildBoss_Ready	#C(#EE7600)【野外夺宝】#n5分钟后开启，请各位勇士开始准备	#C(#EE7600)【Wild Loot】#n will begin in 5 minutes. Get ready!	0	
Common.Other.GlobalPrompt.WildBoss_RegionName_1	初级战区	Group I (Lvl 40~59)	0	
Common.Other.GlobalPrompt.WildBoss_RegionName_2	中级战区	Group II (Lvl 60~79)	0	
Common.Other.GlobalPrompt.WildBoss_RegionName_3	高级战区	Group III (Lvl 80~99)	0	
Common.Other.GlobalPrompt.WildBoss_RegionName_4	顶级战区	Group IV (Lvl 100~139)	0	
Common.Other.GlobalPrompt.WildBoss_Snatch	抢夺成功，夺得#H 	Looted successfully #H 	0	
Common.Other.GlobalPrompt.WildBoss_SnatchCD	正处于抢夺冷却时间，剩余%s秒	Cooldown, %s seconds left	0	
Common.Other.GlobalPrompt.WildBoss_SnatchFail	抢夺失败，丢失%s积分 	Failed to loot! You lost %s points. 	0	
Common.Other.GlobalPrompt.WishPoolEx_Tips	背包剩余空间不足，购买失败！	Your Bag is full. Purchase failed.	0	
Common.Other.GlobalPrompt.WishPoolMail_Content	背包剩余空间不足，本次许愿奖励通过系统邮件发放。	Your Bag is full. Rewards will be sent to your mail.	0	
Common.Other.GlobalPrompt.WishPoolMail_Sender	系统	System	0	
Common.Other.GlobalPrompt.WishPoolMail_Title	许愿池	Wishing Well	0	
Common.Other.GlobalPrompt.WishPoolPackFull	背包剩余空间不足，本次许愿奖励已通过系统邮件发放。	Your Bag is full. Rewards will be sent to your mail.	0	
Common.Other.GlobalPrompt.WishPoolRevive	许愿获得:#H	Wished and received: #H	0	
Common.Other.GlobalPrompt.WishPoolSpecItem	%s在许愿池许愿获得了#Z(%s,%s),#C(#00FF00)#U#A(#K(WishPool))前往许愿#n#n	%s has recived #Z(%s,%s) in the Wishing Well. #C(#00FF00)#U#A(#K(Wishing Well))Go make a wish.#n#n	0	
Common.Other.GlobalPrompt.WishPoolSpecTarot	%s在许愿池许愿获得了#t(#K(sTT,%s,%s)),#C(#00FF00)#U#A(#K(WishPool))前往许愿#n#n	%s has received #t(#K(sTT,%s,%s)) in the Wishing Well. #C(#00FF00)#U#A(#K(Wishing Well))Go make a wish.#n#n	0	
Common.Other.GlobalPrompt.WorldCup_Gjjc_Msg	#C(#fefb00)%s#n#C(#66FF00)参与世界杯决赛神石竞猜，获得世界杯纪念宠物#C(#FFFF00)福來哥#n+1，#U#A(#K(dlg,OPEN_WORLDCUP))我要宠物#n#n	#C(#fefb00)%s#n#C(#66FF00) has bet Balens on the World Cup Final. The player has received a souvenir pet #C(#FFFF00 ) Fuleco #n+1. #U#A(#K(dlg,OPEN_WORLDCUP)) I want a pet too. #n#n	0	
Common.Other.GlobalPrompt.WorldCup_Gjjc_Msg_1	领取成功：获得了#Z(%s,%s)	You received: #Z(%s,%s)	0	
Common.Other.GlobalPrompt.WorldCup_Tips_1	猜对%s支队伍，获得世界杯宝箱+%s	You bet on %s teams correctly, you receive the World Cup Chest +%s	0	
Common.Other.GlobalPrompt.WorldCup_Tips_2	领取成功：世界杯宝箱+%s	Received: World Cup Chest +%s	0	
Common.Other.GlobalPrompt.YeYouJieDiscountRefreshTips	已消耗%s神石，刷新成功！	You have consumed %s Balens to refresh successfully!	0	
Common.Other.GlobalPrompt.YeYouJieWarmupLoginRewardsTip	你成功领取了喜迎页游节登陆奖励	You claimed the luxury Login Reward in the Web Festival.	0	
Common.Other.GlobalPrompt.YeYouJieWarmupRechargeRewardsTips	你成功领取了喜迎页游节豪华奖励	You claimed the luxury Reward in the Web Festival.	0	
Common.Other.GlobalPrompt.ZUMA_COMBO_SCORE_PROMPT	连锁%s次+ %s分	Combo %s times +%s points	0	
Common.Other.GlobalPrompt.ZUMA_EXPLODE_SCORE_PROMPT	消除+ %s分	Won + %s points	0	
Common.Other.GlobalPrompt.ZUMA_RMB_HEARSAY	#C(#EE7600)【天天消龙珠】#n玩游戏也能得神石！#C(#00FF00)%s#n在游戏中获得了#Z(%s,%s)，#C(#00ff00)#U#A(#K(dlg,OPEN_MARBLE_FRAME))我也要玩！#n#n#n	#C(#EE7600)【Dragon Time】#n #C(#00FF00)%s#n has received #Z(%s,%s) in Daily Time. #C(#00ff00)#U#A(#K(dlg,OPEN_MARBLE_FRAME)) I want to play! #n#n#n	0	
Common.Other.GlobalPrompt.ZXLR_Tips_Head	恭喜获得： 	Congratulations! You received: 	0	
Common.Other.GlobalPrompt.ZaiXianJiangLi_Msg_Precious	玩家#C(#00FF00)%s#n从在线奖励中获得了#Z(%s,%s)，运气真是好到爆！#U#C(#00FF00)#A(#K(dlg,OPEN_ONLINEREWARD_PANEL))你也来试试吧#n#n#n	#C(#00FF00)%s#n has received #Z(%s,%s) from Online Rewards. That was lucky! #U#C(#00FF00)#A(#K(dlg,OPEN_ONLINEREWARD_PANEL)) Come and try your luck.#n#n#n	0	
Common.Other.GlobalPrompt.ZaiXianJiangLi_Tips_LotterySuccess	领取成功，获得： #Z(%s,%s)	Claimed. You received:  #Z(%s,%s)	0	
Common.Other.GlobalPrompt.ZhongQiuShangYue_Mail_Content	亲爱的龙骑士，本次中秋赏月活动已结束，您有尚未拾取的奖励，请提取邮件附件!	no need to translate	0	
Common.Other.GlobalPrompt.ZhongQiuShangYue_Mail_Sender	系统	System	0	
Common.Other.GlobalPrompt.ZhongQiuShangYue_Mail_Title	中秋赏月未拾取的奖励	no need to translate	0	
Common.Other.GlobalPrompt.ZhongQiuShangYue_Msg_Precious	#C(#E87D22)【欢庆中秋】#n玩家#C(#00FF00)%s#C(#FFFFFF)在中秋赏月期间打开月饼礼盒，获得了#Z(%s,%s)，真是羡煞旁人！#U#C(#00FF00)#A(#K(dlg,open_choneqiu_panel|4))前往赏月#n#n#n	no need to translate	0	
Common.Other.GlobalPrompt.ZhuanShengHeroTips1	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻，终于将8星觉醒英雄#C(#FF0000)%s#n转生为#C(#FF0000)%s#n转英雄#C(#FF0000)%s#n，这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) finally evolved their 8-Star Awakening Hero #C(#FF0000)%s#n to a Regen. #C(#FF0000)%s#n #C(#FF0000)%s#n! Will the player be the final winner of this server?#n	0	
Common.Other.GlobalPrompt.ZhuanShengHeroTips2	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻，终于将#C(#FF0000)%s#n转英雄#C(#FF0000)%s#n转生为#C(#FF0000)%s#n转英雄#C(#FF0000)%s#n，这是要称霸全服的节奏啊#n	#C(#fefb00)%s#n#C(#66FF00) finally evolved their Regen. #C(#FF0000)%s#n Hero #C(#FF0000)%s#n to a Regen. #C(#FF0000)%s#n Hero #C(#FF0000)%s#n. Will the player be the final winner of this server?#n	0	
Common.Other.GlobalPrompt.ZhuanShengRoleTips	#C(#fefb00)%s#n#C(#66FF00)历尽艰难险阻，终于成功#C(#FF0000)%s#n转，走上人生巅峰，称霸全服，指日可待！#n	#C(#fefb00)%s#n#C(#66FF00) finally evolved their Hero to Regen. #C(#FF0000)%s#n Will the player be the final winner of this server?#n	0	
Common.Other.GlobalPrompt.ZhuanShuLibaoTips	#C(#00FF00)%s#n在打开#C(#FF0000)【%s】#n时，发现%s数量多了#C(#00FF00)%s#n个！真的是运气爆棚啊！	#C(#00FF00)%s#n opened the #C(#FF0000)【%s】#n and found %s, even #C(#00FF00)%s#n more than expected. How lucky!	0	
ComplexServer.Kill.T_KILL	服务器维护更新中...	Server in maintenance...	0	
DB.LoginVisit.T_Login_Error	登录失败，请重新登录！	Log in failed! Try again.	0	
Game.Activity.FirstPayBox.FirstPayBox.FirstPayBox_tips	#C(#00ff00)%s#n成功领取了价值不菲的#C(#00ff00)首充大礼包#n，琳琅满目的奖品把边上的小伙伴都惊呆了！#C(#00ff00)#U#A(#K(OLTB))我也要领取#n#n#n	#C(#00ff00)%s#n received a #C(#00ff00)valuable Chest#n. That was a surprise!#C(#00ff00)#U#A(#K(OLTB)) I also want to get #n#n#n.	0	
Game.Activity.QandA.PuzzleMgr.PackageIsFull_Tips	背包剩余空间不足！	Your Bag is full.	0	
Game.CDKey.CDKey.E_CD	你还需要等待%s才能再次激活此类CDKEY。	You still need to wait %s to activate a CDKEY of this type again.	0	
Game.CDKey.CDKey.E_E	系统错误%s	Error %s	0	
Game.CDKey.CDKey.E_FF	请输入正确的CDKEY	Wrong CDKEY!	0	
Game.CDKey.CDKey.E_HAS	你已经激活过此类CDKEY了。	This CDKEY was activated before.	0	
Game.CDKey.CDKey.E_NO	系统错误，请稍后再来领取CDKEY奖励!	Error! Please claim the CDKEY rewards later.	0	
Game.CDKey.CDKey.E_PASS	CDKEY已经失效！	Invalid CDKEY!	0	
Game.CDKey.CDKey.E_REPEAT	你已经激活过此类CDKEY了！	This CDKEY was used before.	0	
Game.CDKey.CDKey.E_TimeOver	系统繁忙，请稍后再来领取CDKEY奖励!	System busy! Please claim the CDKEY rewards later.	0	
Game.CDKey.CDKey.QQ_VAILD	请使用领取cdkey兑换码的账号进行兑换	Please change to the account you used to claim the CDKEY.	0	
Game.ClientPanel.PanelBase.ButtonTxt	确定	Confirm	0	
Game.Gua.Gua.WaiGuaMsg	警告！根据系统自控程序检测到您的账号存在异常情况，请勿使用第三方软件或其他加速工具。为了您与他人的共同的游戏世界平衡，请您暂停使用。若后续还存在使用情况，我们将进行账号封停处理！	no need to translate	0	
