messageId	desc	EnglishTranslate1
yzslc09	中级试炼场	Medium Challenge Zone
yzslc10	高级试炼场	Superior Challenge Zone
yzyxt001	等级不够开启英雄坛	The Level isn’t enough to unlock the Hero Altar
yzyxt0010	勇者英雄坛积分：+{0}	Hero Altar points: +{0}
yzyxt0011	#H7、次日的初始魔神等级会根据当日挑战魔神的最高等级有所变化；#H8、跨服积分排行榜数据预计每个整点更新一次，玩家所见排行榜数据与最新数据略有所延迟；#H9、每日23：00停止挑战魔神之后，将根据当日最终的排行榜数据发放排行奖励；#H10、次日玩家可查看昨日排行榜数据；#H11、此次活动结束之后，勇者英雄坛的玩法数据不做保留，请玩家及时使用购买的行动力。	#H7.The level of the next Guardian depends on the top level of the boss that was challenged today.#H8.The Cross-Server Rankings will update every hour.#H9.Every day at 23:00 the event ends and the players receive their Rewards. #H10. The past day’s Rankings wills be available. #H11. When the event is over, the Hero Altar statistics won’t be saved. Please use the Attempts you have bought.
yzyxt0012	今日购买次数已达上限	Today's buy attempts have been used up.
yzyxt0013	当前购买消耗{0}神石	You've bought and consumed {0} Balens.
yzyxt002	玩法说明：#H1、点击挑战即可触发与魔神的战斗，魔神血量不回复；#H2、挑战魔神每次消耗1点行动力，行动力可消耗神石购买；#H#C(#FFff37)3、对魔神造成伤害、击杀魔神可以获得魔神积分，伤害越高、击杀魔神所用回合数越少获得的积分越多；#n#H4、玩家达到指定积分段即可领取积分段奖励，奖励请当日领取，次日清空；#H5、每日00：30开始挑战魔神，22：59分停止挑战魔神；#H6、23:00开始，将统计魔神跨服排行榜最终数据，并在次日00：00发放排行奖励；	Description: #H1. Click the challenge button to challenge The Guardian. The Guardian's HP won't be restored during the battle. #H2. Each challenge will cost you 1 challenge attempt. You can use Balens to buy more attempts. #H#C(#FFff37)3. Deal damage to The Guardian or kill him to receive Hero Altar Points. You will receive more Hero Altar Points when you deal more damage or kill him quickly. #n#H4. Reach the specified amount of points to receive rewards. The rewards must be claimed on the day you got them. #H5. You can challenge The Guardian every day from 00:30 - 22:59. #H6. The Guardian Cross-server Rankings will be closed after 23:00. Rankings rewards will be sent at 00:00.
yzyxt003	是否花费{0}神石购买行动力	Are you sure you want to spend {0} Balens to buy one challenge attempt?
yzyxt004	行动力不足，购买行动力可继续挑战	Not enough challenge attempts. You have to buy more.
yzyxt005	当前时间段不可进行挑战	Can't challenge right now.
yzyxt006	我的英雄徽章：{0}	My Hero Medal: {0}
yzyxt007	积分	Points
yzyxt008	需要积分{0}	Points needed:{0}
yzyxt009	神石不足	Insufficient Balens.
yzyxt1	神石不足	Insufficient Balens.
yzyxt2	当前时间段不可进行挑战	Can't challenge right now.
yzyxt3	行动力不足，购买行动力可继续挑战	Not enough challenge attempts. You have to buy more.
yzyxt4	玩法说明：	Help:
zbfm001	<font color='#ffffff'>是否消耗<font color='#FFFF00'>{0}</font>个<font color='#FFFF00'>{1}</font>开启？</font>	<font color=’#ffffff’>Do you want to use<font color='#FFFF00'>{0}</font><font color='#FFFF00'>{1}</font>to open?</font>
zbfm002	{0}不足	{0} is not enough.
zbfm1	需要消耗：{0}	Cost: {0}
zbfm10	点此选择装备进行附魔	Choose the equipment you want to enhance
zbfm11	{0}个装备附魔石	Equipment Enhancing Stone: {0}
zbfm12	该装备不能进行附魔	The equipment can't be enhanced.
zbfm2	装备附魔石：{0}	Equipment Enhancing Stone: {0}
zbfm3	请放入需要附魔的装备	Place equipment to enhance.
zbfm4	60级开放	Unlocked at Lvl 60.
zbfm5	装备附魔石数量不足，不能进行附魔	Not enough Enhancing Stone. You can't enhance.
zbfm6	当前附魔加成：{0}%	Current Enhancement Boost: {0}%
zbfm7	下级附魔加成：{0}%	Next Enhancement Boost: {0}%
zbfm8	已满级	You have reached the highest level.
zbfm9	等级不足60级，不能进行装备附魔，快去升级吧！	You need Lvl.60 to enhance equipment. Go level up!
zbs_rule1	#C(#CC6600)1.比赛时间：#n#H周一 14:00开始#H#C(#CC6600)2.参赛资格：#n#H跨服组队竞技场月结排行前160名战队#H3.比赛分为16个小组，每个小组10支战队。#H4.每支战队需要与同组的其他9支战队都比赛一次。#H5.比赛需#C(#ff0000)提前10分钟#n进入比赛地图，比赛无需手动匹配，系统将自动匹配战斗。#C(#ff0000)比赛时不在地图中的战队按失败处理#n。	#C(#CC6600)1.Group Game:#n#H starts at 14:00, Monday#H#C(#CC6600)2. Qualification: #n#H The 160 Top Teams in the monthly rankings of the Cross-Server Arena. #H3.There are 16 groups in the competition and 10 teams in each group.#H4. Each team must fight against the other 9 teams of the same group once.#H5. You have to #C(#ff0000)enter the competition Map#n10 minutes before the Event beginns. The system will automatically match the teams. #C(#ff0000)The teams out of the map will lose the game.#n
zbs_rule2	#H6.每场比赛时间上限为10分钟，时间结束仍未击败对手的按照战斗力、输出等参数判定胜负。#H7.比赛结束后按胜利次数排名，胜利次数相同时按照所有比赛的伤害排名。#H8.每个小组1、2名进入决赛-天榜，3、4名进入决赛-地榜。	#H6. The competition time limit is 10 minutes. If you don't defeat your rival within this time, the result will depend on your Battle Rating and DPS.#H7. Your position in the Ranking will depend on your Victories. If several teams have the same amount of Victories, the position will be settled according to the damage. #H8. The top 2 players of each Team enter the Final Heaven Ranking. The 3rd and the 4th enter the Final Earth Ranking.
zbs_rule3	#C(#cc6600)1.比赛时间:#n#H天/地榜32强比赛(32进16)  周二 14:30#H天/地榜16强比赛(16进8)  周二 15:00#H天/地榜8强比赛(8进4)  周二 15:30#H天/地榜半决赛  周三 14:30#H天/地榜总决赛  周三 15:00	#C(#cc6600)1. Final Competition Time:#n#H The 16th Competition of Heaven/Earth Ranking begins on Tuesday at 14:30.#H The 8th Competition of Heaven/Earth Ranking begins on Tuesday at 15:00.#H The Quarterfinal of Heaven/Earth Ranking begins on Tuesday at 15:30.#The Semifinal of Heaven/Earth Ranking begins on Tuesday at 14:30.#H The Final of Heaven/Earth Ranking begins on Wednesday at 15:00. Ranking.#H
zbs_rule4	#H#C(#cc6600)1.比赛资格:#n#H天/地榜32强比赛  小组赛排名前4#H天/地榜16强比赛  天/地榜32强比赛胜利#H天/地榜8强比赛  天/地榜16强比赛胜利#H天/地榜半决赛  天/地榜8强比塞胜利#H天/地榜总决赛  天/地榜半决赛胜利	#H#C(#cc6600)1. Qualifications: #n#H Rank the Top 4 at the 16th Competition of Heaven/Earth Ranking.#H Win the 8th and 16th Competition of Heaven/Earth Ranking.#H Win the Quarterfinal and the 8th Competition of Heaven Ranking/Earth Ranking.#H Win the Semifinal and the Quarterfinal of Heaven/Earth Ranking.#H Win the Final and the Semifinal of Heaven/Earth Ranking.
zbs_rule5	#H3.决赛分为32强(32进16),16强(16进8),8强(8进4),半决赛(4进2),总决赛。#H4.决赛为#C(#ff0000)3局2胜制#n，失败的战队直接被淘汰并被传送出地图，胜利的玩家进入下一轮，直到决出第一名。#H5.比赛无需报名，系统会按照赛程自动将玩家传送进战斗,#C(#ff0000)比赛时间内不在比赛地图中的战队按照失败处理#n。#H6.每局比赛时间上限为10分钟（3局比赛共30分钟）,时限内未能击败对手将按照战斗力、伤害等因素判定胜负。	#H3. Finals include: Sixteenth-final, Eighth-final, Quarter-final, Semi-final and Final. #H4. Your Team must win #C(#ff0000) 2 of 3 battles to be qualified. #n. The defeated teams will quit the map automatically. The winners will enter the next round automatically. #H5. The qualified players will enter the battles automatically. #C(#ff0000) Teams that haven't entered the Competition Map will lose the battle. #n. #H6. Each battle will last 10 minutes. Three battles will take 30 minutes. If you don't defeat your rival within this time, the result will depend on your Battle Rating or on the damage dealt.
zbs_rule6	#H#C(#CC6600)7.竞猜规则:#n#H决赛中每一场比赛开始前可以对胜负状况进行竞猜，竞猜分为#C(#00ff00)金币竞猜#n和#C(#00ff00)神石竞猜#n。比赛结束后参与竞猜的玩家将收到奖励邮件。	#H#C(#CC6600)7. Bet rules: #n#H Players can bet on the match result using #C(#00ff00) Gold#n or #C(#00ff00) Balens #n before the match beginns. When the event is over, participants will receive their rewards by mail.
zbsd1	剩余兑换数量为0，无法兑换	Exchange limit reached. You cannot exchange!
zbsd2	您的龙骑徽章不足	Not enough Dragon Medals!
zbsd3	说明：#H1、使用龙骑徽章可在商店中兑换商品，龙骑徽章可在每月主题活动中获得；#H2、商品有兑换次数限制，部分商品的兑换次数每日重置；#H3、珍宝商店会在主题活动期间开启，活动结束后会暂时关闭，但龙骑徽章不会过期，可留至下次商店开启时使用。	Description: #H1. You can get Dragon Medals from monthly events and exchange them for items in the Shop. #H2. Each item can be exchanged a limited number of times. Some item exchange chances refresh every day. #H3. The Treasure Shop will be open during the events. Any left over Dragon Medals will be valid again when the Treasure Shop opens in the next Event.
zbsd4	龙骑徽章	Dragon Medal
zbxl001	100级开启	Unlocked at Lvl 100.
zbxl002	新属性中有高级属性，确定要继续洗练吗？	The new stats are pretty good. Are you sure you want to continue refining?
zbxl003	原属性中有高级属性未锁，确定要保留新属性吗？	You haven't locked some original advanced Stats. Are you sure you want to save the new Stats?
zbxl004	没有足够的洗练石，无法洗练。	You can't refine because you don't have enough Refinement Crystals.
zbxl005	洗练锁不足	Not enough Refinement Locks!
zbxl006	未放置装备	You have to wear the equipment first.
zbxl007	请选择被继承的装备！	Choose the equipment that you want to be inherited.
zbxl008	请选择继承的装备！	Choose the equipment that you want to inherit.
zbxl009	是否消耗10神石继承洗练属性	Are you sure you want to consume 45 Balens to inherit the Refinement Stats?
zbxl010	请先选择被继承的装备	Select the equipment that you want to be inherited first.
zbxl011	已放置装备	You have placed an equipment.
zbxl012	是否消耗{0}神石，解锁该属性条	Are you sure you want to spend {0} Balens to unlock the Stat Bar?
zbxl013	没有足够的洗练锁，无法锁定	You can't lock because you don't have enough Refinement Locks.
zbxl014	装备强化等级不满100级，无法进行洗练	Your equipment's Enchantment level is lower than 100 so you cannot refine it.
zbxl015	消耗神石解锁之后可以增加一条属性！	You can spend Balens to unlock an additional Stat.
zbxl016	洗练锁=10神石，是否消耗神石来代替洗练锁？	A Refinement Lock costs 45 Balens. Are you sure you want to use Balens to lock instead of using the Refinement Lock?
zbxl017	您当前锁住了所有属性，无法洗练哟！	You have locked all your Stats so you cannot Refine!
zbxl018	洗练星级属性{0}星以上	Upgrade the Stats above {0} Stars
zbxl019	选择期望洗炼星级属性	Choose the Stats you want to upgrade.
zbxl020	请选择期望洗炼星级！	Choose the Star Level to upgrade!
zbxl021	1、选择“期望洗练星级属性”后，会根据选择的期望属性自动洗练。#H2、当有满足期望的星级属性时，会自动停止。#H3、自动洗练洗出的期望星级属性最高不会超过当前洗练度星级。	After choosing the Stats, the upgrade will automaticallly begin. #H2. Upgrading will stop when the wanted Stat Stars are reached. #H3. The wanted Stat Stars automatically upgraded won’t go higher than the Current Upgraded Star Levels.
zbxlsx001	当前附加属性星数不能超过洗练度星数	Your equipment additional stats can’t have more Stars than your equipment’s total Refining Value.
zbxlsx002	是否消耗#C(#00FF00)1#n个洗练升星石对该部件的#C(#FF0000)其中一条属性#n进行升星操作？#H（此操作不消耗装备洗练石和洗练锁）	Are you sure you want to consume #C(#00FF00)1#n Refinement Upgrade Stones to upgrade #C(#FF0000) one of the Stats#n?#H (The operation will not cost you any Equipment Refining Stones or EQP Refining Locks.)
zbxlsx003	洗练升星石不足，无法洗练。	Not enough Refinement Upgrade Stones! Cannot refine!
zbxlsx004	洗练升星石不足	Not enough Refinement Upgrade Stones!
zbxlsx005	（现有{0}个）	(You have: {0})
zbxlsx006	当前无洗练属性，无法升星	The equipment has no Refinement Stats. Cannot upgrade!
zbxlsx007	#C(#FFFFFF)当前星级已使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)Already used for current Star level: #C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx008	#C(#FFFFFF)当前星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)For current Star Level: #C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx009	#C(#FFFFFF)下一星级可使用:#C(#33FF00){0}#C(#FFFFFF)个#H	#C(#FFFFFF)For next Star level: #C(#33FF00){0}#C(#FFFFFF)#H
zbxlsx010	-------------------------------#H	-------------------------------#H
zbxlsx011	#C(#FFFFFF)-------------------------------#H	#C(#FFFFFF)-------------------------------#H
zbxlsx012	#C(#33FF00)战魂升星#C(#FFFFFF)后可使用的#H	#C(#33FF00)Can be used after upgrading your#C(#FFFFFF) War Soul.#H
zbxlsx013	战魂强化石#C(#33FF00)数量上限增加。#H	War Soul Stone #C(#33FF00)’s max. amount has been increased.
zbxlsx014	#C(#FFFFFF)该道具通过活动获得。#H	#C(#FFFFFF) Participate in Events to receive the item.#H
zbxlsx015	当前消耗战魂精华可增加{0}点进度值，进度满可进阶，进度值24小时后清空	You can consume War Soul Essence to increase the progress by {0} (valid for 24h). When it reaches 100%, your War Soul will advance to the next stage.
zbxlsx016	#C(#00FF00)#A(#K(dlg,{0})){1}#n	#C(#00FF00)#A(#K(dlg,{0})){1}#n
zbxt001	贵族等级不足	The required VIP level has not been reached.
zbxt1	请放入需要强化的装备	You have to wear the equipment to enchant it.
zbxt10	是否确定消耗{0}神石或魔晶进行加速	Are you sure you want to spend {0} Balens or Bound Balens to speed up?
zbxt11	强化成功时，有8%几率额外提升1级	There is an 8% chance that the enchant level increase when enchanting is successful.
zbxt12	35级开放	Unlocked at Lvl 35.
zbxt13	40级开放	Unlocked at Lvl 40.
zbxt14	神铸 	Synthesize 
zbxt15	该装备不能进行升阶	This equipment can't be upgraded.
zbxt16	该装备不能进行神铸	This equipment can't be used to synthesize.
zbxt17	没有上阵的英雄不能穿装备	Only heroes in formation can be equipped
zbxt18	该装备不能进行强化	This equipment can't be enchanted.
zbxt19	可以神铸	Ready for synthesis
zbxt2	请放入需要升阶的装备	You have to wear the equipment to upgrade it.
zbxt20	强化等级不能高于角色等级	Enchanting Lvl can't exceed character Lvl
